card_a,card_b,position_pair,dir_a,dir_b,bridge_text
바보,세계,과거→현재,정,정,새로운 출발을 향해 걸어왔어요. 그 흐름이 이어져 지금 성취의 에너지가 가득해요.
바보,세계,과거→현재,정,역,새로운 출발을 향해 걸어왔어요. 그런데 지금은 완성이 코앞에서 막혀있어요. 잠시 에너지가 안으로 향하는 거예요.
바보,세계,과거→현재,역,정,시작을 주저하며 머물렀어요. 그게 오히려 지금 성취의 에너지가 가득해요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
바보,세계,과거→현재,역,역,시작을 주저하며 머물렀어요. 지금도 완성이 코앞에서 막혀있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
바보,세계,현재→미래,정,정,새로운 시작의 에너지가 살아있어요. 이 에너지가 그대로 앞으로 완성이 눈앞에 펼쳐져요.
바보,세계,현재→미래,정,역,새로운 시작의 에너지가 살아있어요. 다만 앞으로 미완성이 발목을 잡고 있어요. 서두르지 않아도 때가 되면 풀려요.
바보,세계,현재→미래,역,정,망설임이 발목을 잡고 있어요. 하지만 그 어려움이 오히려 앞으로 완성이 눈앞에 펼쳐져요. 지금이 진짜 전환점이에요.
바보,세계,현재→미래,역,역,망설임이 발목을 잡고 있어요. 앞으로도 미완성이 발목을 잡고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
마법사,바보,과거→현재,정,정,가진 능력을 펼쳐왔어요. 그 흐름이 이어져 지금 새로운 시작의 에너지가 살아있어요.
마법사,바보,과거→현재,정,역,가진 능력을 펼쳐왔어요. 그런데 지금은 망설임이 발목을 잡고 있어요. 잠시 에너지가 안으로 향하는 거예요.
마법사,바보,과거→현재,역,정,에너지가 여러 곳으로 분산됐어요. 그게 오히려 지금 새로운 시작의 에너지가 살아있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
마법사,바보,과거→현재,역,역,에너지가 여러 곳으로 분산됐어요. 지금도 망설임이 발목을 잡고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
마법사,바보,현재→미래,정,정,필요한 모든 것이 이미 손 안에 있어요. 이 에너지가 그대로 앞으로 새로운 문이 열리기 시작해요.
마법사,바보,현재→미래,정,역,필요한 모든 것이 이미 손 안에 있어요. 다만 앞으로 아직 첫 발이 쉽지 않아요. 서두르지 않아도 때가 되면 풀려요.
마법사,바보,현재→미래,역,정,집중이 흩어져 힘이 약해져 있어요. 하지만 그 어려움이 오히려 앞으로 새로운 문이 열리기 시작해요. 지금이 진짜 전환점이에요.
마법사,바보,현재→미래,역,역,집중이 흩어져 힘이 약해져 있어요. 앞으로도 아직 첫 발이 쉽지 않아요. 그래도 이 흐름은 반드시 풀릴 거예요.
마법사,마법사,과거→현재,정,정,가진 능력을 펼쳐왔어요. 그 흐름이 이어져 지금 필요한 모든 것이 이미 손 안에 있어요.
마법사,마법사,과거→현재,정,역,가진 능력을 펼쳐왔어요. 그런데 지금은 집중이 흩어져 힘이 약해져 있어요. 잠시 에너지가 안으로 향하는 거예요.
마법사,마법사,과거→현재,역,정,에너지가 여러 곳으로 분산됐어요. 그게 오히려 지금 필요한 모든 것이 이미 손 안에 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
마법사,마법사,과거→현재,역,역,에너지가 여러 곳으로 분산됐어요. 지금도 집중이 흩어져 힘이 약해져 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
마법사,마법사,현재→미래,정,정,필요한 모든 것이 이미 손 안에 있어요. 이 에너지가 그대로 앞으로 능력이 본격적으로 빛을 발해요.
마법사,마법사,현재→미래,정,역,필요한 모든 것이 이미 손 안에 있어요. 다만 앞으로 방향을 하나로 모아야 할 시기예요. 서두르지 않아도 때가 되면 풀려요.
마법사,마법사,현재→미래,역,정,집중이 흩어져 힘이 약해져 있어요. 하지만 그 어려움이 오히려 앞으로 능력이 본격적으로 빛을 발해요. 지금이 진짜 전환점이에요.
마법사,마법사,현재→미래,역,역,집중이 흩어져 힘이 약해져 있어요. 앞으로도 방향을 하나로 모아야 할 시기예요. 그래도 이 흐름은 반드시 풀릴 거예요.
마법사,여사제,과거→현재,정,정,가진 능력을 펼쳐왔어요. 그 흐름이 이어져 지금 내면의 감각이 강하게 살아있어요.
마법사,여사제,과거→현재,정,역,가진 능력을 펼쳐왔어요. 그런데 지금은 감각을 믿지 못하고 흔들리고 있어요. 잠시 에너지가 안으로 향하는 거예요.
마법사,여사제,과거→현재,역,정,에너지가 여러 곳으로 분산됐어요. 그게 오히려 지금 내면의 감각이 강하게 살아있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
마법사,여사제,과거→현재,역,역,에너지가 여러 곳으로 분산됐어요. 지금도 감각을 믿지 못하고 흔들리고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
마법사,여사제,현재→미래,정,정,필요한 모든 것이 이미 손 안에 있어요. 이 에너지가 그대로 앞으로 직관이 길을 알려주고 있어요.
마법사,여사제,현재→미래,정,역,필요한 모든 것이 이미 손 안에 있어요. 다만 앞으로 직관이 아직 막혀있어요. 서두르지 않아도 때가 되면 풀려요.
마법사,여사제,현재→미래,역,정,집중이 흩어져 힘이 약해져 있어요. 하지만 그 어려움이 오히려 앞으로 직관이 길을 알려주고 있어요. 지금이 진짜 전환점이에요.
마법사,여사제,현재→미래,역,역,집중이 흩어져 힘이 약해져 있어요. 앞으로도 직관이 아직 막혀있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
마법사,여황제,과거→현재,정,정,가진 능력을 펼쳐왔어요. 그 흐름이 이어져 지금 창조의 에너지가 자연스럽게 흐르고 있어요.
마법사,여황제,과거→현재,정,역,가진 능력을 펼쳐왔어요. 그런데 지금은 에너지가 고갈된 상태예요. 잠시 에너지가 안으로 향하는 거예요.
마법사,여황제,과거→현재,역,정,에너지가 여러 곳으로 분산됐어요. 그게 오히려 지금 창조의 에너지가 자연스럽게 흐르고 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
마법사,여황제,과거→현재,역,역,에너지가 여러 곳으로 분산됐어요. 지금도 에너지가 고갈된 상태예요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
마법사,여황제,현재→미래,정,정,필요한 모든 것이 이미 손 안에 있어요. 이 에너지가 그대로 앞으로 풍성한 결실이 다가와요.
마법사,여황제,현재→미래,정,역,필요한 모든 것이 이미 손 안에 있어요. 다만 앞으로 흐름이 막혀 결실이 늦어지고 있어요. 서두르지 않아도 때가 되면 풀려요.
마법사,여황제,현재→미래,역,정,집중이 흩어져 힘이 약해져 있어요. 하지만 그 어려움이 오히려 앞으로 풍성한 결실이 다가와요. 지금이 진짜 전환점이에요.
마법사,여황제,현재→미래,역,역,집중이 흩어져 힘이 약해져 있어요. 앞으로도 흐름이 막혀 결실이 늦어지고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
마법사,황제,과거→현재,정,정,가진 능력을 펼쳐왔어요. 그 흐름이 이어져 지금 안정적인 토대 위에 서 있어요.
마법사,황제,과거→현재,정,역,가진 능력을 펼쳐왔어요. 그런데 지금은 너무 많은 걸 혼자 감당하고 있어요. 잠시 에너지가 안으로 향하는 거예요.
마법사,황제,과거→현재,역,정,에너지가 여러 곳으로 분산됐어요. 그게 오히려 지금 안정적인 토대 위에 서 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
마법사,황제,과거→현재,역,역,에너지가 여러 곳으로 분산됐어요. 지금도 너무 많은 걸 혼자 감당하고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
마법사,황제,현재→미래,정,정,필요한 모든 것이 이미 손 안에 있어요. 이 에너지가 그대로 앞으로 기반이 더 단단해져요.
마법사,황제,현재→미래,정,역,필요한 모든 것이 이미 손 안에 있어요. 다만 앞으로 경직된 구조가 흐름을 막고 있어요. 서두르지 않아도 때가 되면 풀려요.
마법사,황제,현재→미래,역,정,집중이 흩어져 힘이 약해져 있어요. 하지만 그 어려움이 오히려 앞으로 기반이 더 단단해져요. 지금이 진짜 전환점이에요.
마법사,황제,현재→미래,역,역,집중이 흩어져 힘이 약해져 있어요. 앞으로도 경직된 구조가 흐름을 막고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
마법사,교황,과거→현재,정,정,가진 능력을 펼쳐왔어요. 그 흐름이 이어져 지금 믿을 기반이 있는 시기예요.
마법사,교황,과거→현재,정,역,가진 능력을 펼쳐왔어요. 그런데 지금은 기존 방식이 답이 아닌 것 같아요. 잠시 에너지가 안으로 향하는 거예요.
마법사,교황,과거→현재,역,정,에너지가 여러 곳으로 분산됐어요. 그게 오히려 지금 믿을 기반이 있는 시기예요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
마법사,교황,과거→현재,역,역,에너지가 여러 곳으로 분산됐어요. 지금도 기존 방식이 답이 아닌 것 같아요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
마법사,교황,현재→미래,정,정,필요한 모든 것이 이미 손 안에 있어요. 이 에너지가 그대로 앞으로 안정된 방향이 열려요.
마법사,교황,현재→미래,정,역,필요한 모든 것이 이미 손 안에 있어요. 다만 앞으로 변화를 막는 벽이 있어요. 서두르지 않아도 때가 되면 풀려요.
마법사,교황,현재→미래,역,정,집중이 흩어져 힘이 약해져 있어요. 하지만 그 어려움이 오히려 앞으로 안정된 방향이 열려요. 지금이 진짜 전환점이에요.
마법사,교황,현재→미래,역,역,집중이 흩어져 힘이 약해져 있어요. 앞으로도 변화를 막는 벽이 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
마법사,연인,과거→현재,정,정,가진 능력을 펼쳐왔어요. 그 흐름이 이어져 지금 마음이 분명한 방향을 향하고 있어요.
마법사,연인,과거→현재,정,역,가진 능력을 펼쳐왔어요. 그런데 지금은 선택 앞에서 흔들리고 있어요. 잠시 에너지가 안으로 향하는 거예요.
마법사,연인,과거→현재,역,정,에너지가 여러 곳으로 분산됐어요. 그게 오히려 지금 마음이 분명한 방향을 향하고 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
마법사,연인,과거→현재,역,역,에너지가 여러 곳으로 분산됐어요. 지금도 선택 앞에서 흔들리고 있어요. 이 흐름을 한 번 정면으로 들여다볼 필요가 있어요.
마법사,연인,현재→미래,정,정,필요한 모든 것이 이미 손 안에 있어요. 이 에너지가 그대로 앞으로 진짜 선택의 순간이 와요.
마법사,연인,현재→미래,정,역,필요한 모든 것이 이미 손 안에 있어요. 다만 앞으로 회피가 흐름을 막고 있어요. 서두르지 않아도 때가 되면 풀려요.
마법사,연인,현재→미래,역,정,집중이 흩어져 힘이 약해져 있어요. 하지만 그 어려움이 오히려 앞으로 진짜 선택의 순간이 와요. 지금이 진짜 전환점이에요.
마법사,연인,현재→미래,역,역,집중이 흩어져 힘이 약해져 있어요. 앞으로도 회피가 흐름을 막고 있어요. 그래도 이 흐름은 반드시 풀릴 거예요.
마법사,전차,과거→현재,정,정,가진 능력을 펼쳐왔어요. 그 흐름이 이어져 지금 추진력이 강하게 작동하고 있어요.
마법사,전차,과거→현재,정,역,가진 능력을 펼쳐왔어요. 그런데 지금은 에너지가 엉뚱한 곳으로 새고 있어요. 잠시 에너지가 안으로 향하는 거예요.
마법사,전차,과거→현재,역,정,에너지가 여러 곳으로 분산됐어요. 그게 오히려 지금 추진력이 강하게 작동하고 있어요. 억눌렸던 에너지가 드디어 방향을 찾은 거예요.
